order_id,customer_id,product_id,order_date,quantity
931,8,71,2025-08-09,6
932,491,34,2025-03-18,7
933,236,10,2025-08-25,10
934,51,70,2025-01-30,3
935,160,42,2025-11-25,3
936,107,67,2025-02-23,7
937,412,39,2025-04-29,3
938,284,43,2025-08-18,2
939,74,74,2025-11-24,10
940,249,12,2025-03-22,2
941,313,65,2025-12-18,9
942,248,78,2025-11-11,9
943,10,16,2025-01-31,4
944,139,42,2025-01-19,2
945,333,56,2025-04-16,9
946,430,48,2025-07-30,5
947,105,13,2025-05-27,6
948,425,89,2025-04-25,5
949,402,75,2025-03-31,2
950,159,19,2025-05-22,6
951,178,52,2025-03-16,2
952,333,78,2025-09-11,7
953,479,28,2025-10-31,10
954,383,86,2025-10-27,9
955,435,60,2025-05-29,2
956,439,100,2025-12-10,1
957,480,97,2025-09-09,1
958,285,7,2025-04-27,8
959,279,94,2025-02-15,4
960,4,39,2025-07-07,5
961,27,72,2025-09-22,10
962,494,11,2025-11-27,2
963,372,5,2025-01-11,2
964,311,17,2025-07-28,8
965,480,53,2025-12-05,7
966,97,82,2025-12-30,10
967,333,81,2025-10-05,8
968,187,73,2025-05-19,4
969,191,39,2025-04-18,10
970,366,46,2025-05-23,2
971,358,62,2025-01-20,5
972,199,21,2025-03-21,4
973,80,47,2025-02-10,2
974,332,35,2025-12-24,3
975,100,79,2025-03-05,9
976,107,64,2025-12-23,10
977,12,51,2025-09-09,7
978,415,3,2025-07-10,1
979,485,20,2025-03-01,1
980,241,25,2025-06-24,1
981,25,16,2025-04-30,10
982,110,91,2025-11-03,3
983,317,45,2025-12-20,7
984,126,22,2025-06-20,7
985,54,56,2025-02-08,4
986,109,91,2025-02-17,8
987,46,7,2025-09-16,3
988,469,42,2025-03-24,4
989,426,95,2025-10-03,10
990,123,32,2025-01-23,3
991,314,86,2025-03-25,4
992,47,10,2025-04-28,2
993,178,31,2025-11-25,3
994,404,31,2025-04-01,5
995,189,17,2025-03-27,2
996,118,71,2025-09-10,9
997,491,45,2025-05-31,6
998,446,39,2025-04-14,6
999,302,72,2025-11-26,10
1000,354,100,2025-08-25,7
1001,111,70,2025-11-26,8
1002,287,41,2025-12-05,5
1003,357,88,2025-01-26,9
1004,391,56,2025-01-31,8
1005,136,72,2025-06-29,5
1006,331,61,2025-03-21,9
1007,324,59,2025-04-11,2
1008,202,76,2025-03-10,6
1009,194,8,2025-11-19,2
1010,407,38,2025-06-21,4
1011,441,55,2025-03-05,9
1012,50,39,2025-09-10,1
1013,486,57,2025-07-02,2
1014,224,34,2025-10-14,1
1015,55,49,2025-03-29,4
1016,120,95,2025-04-04,7
1017,494,21,2025-08-17,8
1018,383,14,2025-04-22,7
1019,239,23,2025-02-14,8
1020,117,46,2025-08-11,1
1021,387,63,2025-11-10,3
1022,498,11,2025-02-16,6
1023,244,82,2025-11-25,5
1024,69,64,2025-02-15,10
1025,288,2,2025-11-21,8
1026,496,100,2025-03-30,10
1027,284,37,2025-09-23,1
1028,448,26,2025-04-06,9
1029,389,53,2025-07-11,7
1030,6,46,2025-04-02,3
1031,313,60,2025-09-02,8
1032,369,46,2025-12-21,4
1033,431,67,2025-09-09,2
1034,320,76,2025-11-06,4
1035,397,96,2025-11-10,2
1036,175,17,2025-05-09,2
1037,323,77,2025-02-21,3
1038,205,42,2025-05-20,5
1039,434,57,2025-08-28,4
1040,14,74,2025-08-27,1
1041,103,43,2025-08-14,8
1042,88,90,2025-05-26,2
1043,327,94,2025-04-20,1
1044,402,64,2025-04-26,4
1045,245,21,2025-01-01,1
1046,316,70,2025-08-01,5
1047,351,13,2025-12-10,5
1048,368,28,2025-03-23,10
1049,12,6,2025-01-10,9
1050,338,1,2025-09-08,4
1051,298,91,2025-09-29,3
1052,499,32,2025-09-15,3
1053,163,64,2025-07-11,7
1054,271,33,2025-05-12,7
1055,282,74,2025-05-03,4
1056,408,3,2025-04-25,7
1057,137,6,2025-01-29,6
1058,154,59,2025-12-07,3
1059,37,97,2025-09-01,6
1060,186,38,2025-10-27,1
1061,264,52,2025-07-08,8
1062,153,44,2025-01-02,6
1063,423,83,2025-09-19,6
1064,465,79,2025-01-31,7
1065,255,14,2025-10-21,6
1066,358,28,2025-04-15,4
1067,377,52,2025-04-03,3
1068,9,55,2025-01-20,2
1069,413,61,2025-08-18,5
1070,437,95,2025-04-21,3
1071,332,25,2025-09-09,10
1072,461,14,2025-02-23,6
1073,490,28,2025-09-30,4
1074,164,13,2025-06-24,9
1075,178,9,2025-05-01,4
1076,307,24,2025-05-26,4
1077,408,29,2025-04-18,5
1078,92,16,2025-02-26,4
1079,303,18,2025-08-29,5
1080,487,76,2025-01-23,9
1081,23,18,2025-05-19,10
1082,440,54,2025-01-16,3
1083,357,90,2025-06-24,8
1084,153,26,2025-02-07,3
1085,310,42,2025-12-11,8
1086,114,1,2025-10-24,5
1087,441,28,2025-09-10,1
1088,192,72,2025-02-25,1
1089,443,67,2025-08-14,6
1090,160,12,2025-12-15,4
1091,427,95,2025-11-26,7
1092,413,19,2025-01-23,2
1093,149,45,2025-02-12,1
1094,212,36,2025-12-28,4
1095,272,97,2025-07-28,1
1096,485,51,2025-12-29,4
1097,129,90,2025-03-28,7
1098,138,83,2025-10-26,1
1099,291,90,2025-11-19,10
1100,45,84,2025-10-17,7
1101,358,50,2025-07-08,4
1102,322,58,2025-01-31,4
1103,333,7,2025-05-16,2
1104,398,57,2025-02-20,2
1105,422,90,2025-10-06,2
1106,395,3,2025-11-08,4
1107,74,73,2025-11-08,4
1108,34,89,2025-09-02,7
1109,286,40,2025-06-06,2
1110,72,49,2025-04-30,6
1111,109,59,2025-06-07,5
1112,323,11,2025-06-24,3
1113,254,15,2025-08-16,4
1114,12,77,2025-05-23,2
1115,128,27,2025-02-20,9
1116,251,31,2025-10-25,5
1117,345,79,2025-01-01,1
1118,493,46,2025-03-01,6
1119,100,20,2025-07-05,9
1120,230,14,2025-12-10,7
1121,12,60,2025-07-24,4
1122,79,24,2025-10-02,1
1123,320,76,2025-05-26,9
1124,319,67,2025-05-30,6
1125,189,37,2025-01-13,3
1126,307,45,2025-04-09,3
1127,495,61,2025-07-30,5
1128,244,11,2025-08-09,10
1129,229,97,2025-01-27,8
1130,422,97,2025-02-03,9
1131,458,95,2025-08-22,8
1132,181,37,2025-11-19,4
1133,263,46,2025-07-05,6
1134,274,39,2025-01-01,6
1135,37,19,2025-11-02,7
1136,310,78,2025-06-19,5
1137,143,62,2025-12-27,2
1138,267,28,2025-03-15,1
1139,419,86,2025-05-29,1
1140,138,96,2025-12-17,4
1141,109,99,2025-03-25,6
1142,375,12,2025-01-08,7
1143,346,29,2025-09-28,8
1144,355,29,2025-04-06,8
1145,51,48,2025-05-14,6
1146,406,64,2025-02-02,9
1147,338,36,2025-11-05,6
1148,314,88,2025-12-18,7
1149,348,15,2025-08-24,6
1150,343,47,2025-05-03,9
1151,451,76,2025-09-12,10
1152,14,43,2025-03-04,1
1153,156,60,2025-04-04,2
1154,69,77,2025-06-02,1
1155,44,21,2025-05-19,1
1156,33,75,2025-10-24,9
1157,218,25,2025-11-05,5
1158,258,25,2025-09-18,10
1159,375,67,2025-08-12,6
1160,445,63,2025-10-08,3
1161,264,100,2025-01-23,2
1162,41,48,2025-08-27,4
1163,330,13,2025-07-18,9
1164,86,57,2025-01-18,9
1165,253,58,2025-05-23,5
1166,474,15,2025-02-02,9
1167,194,25,2025-01-21,10
1168,325,95,2025-11-29,6
1169,43,66,2025-10-18,5
1170,473,52,2025-12-30,7
1171,255,81,2025-01-23,5
1172,392,64,2025-01-12,1
1173,238,76,2025-07-01,3
1174,197,37,2025-08-18,5
1175,95,23,2025-08-25,10
1176,147,98,2025-04-04,2
1177,485,71,2025-08-19,5
1178,348,9,2025-02-17,9
1179,245,72,2025-08-27,8
1180,291,52,2025-02-09,1
1181,93,19,2025-05-16,8
1182,344,20,2025-11-03,2
1183,37,9,2025-02-23,8
1184,100,41,2025-07-29,2
1185,57,67,2025-03-17,9
1186,172,100,2025-06-04,8
1187,481,49,2025-03-12,7
1188,300,30,2025-02-20,10
1189,425,90,2025-06-27,4
1190,268,28,2025-11-16,10
1191,288,62,2025-08-10,6
1192,225,93,2025-01-21,7
1193,17,70,2025-03-01,9
1194,123,62,2025-02-03,1
1195,218,3,2025-12-10,5
1196,38,41,2025-05-20,10
1197,17,50,2025-02-24,10
1198,23,10,2025-11-23,5
1199,99,38,2025-12-14,8
1200,350,43,2025-02-10,7
1201,124,66,2025-11-25,2
1202,69,89,2025-01-22,7
1203,231,86,2025-02-02,7
1204,403,80,2025-03-27,4
1205,162,84,2025-09-20,6
1206,182,31,2025-02-07,10
1207,110,95,2025-10-27,10
1208,446,63,2025-12-07,4
1209,307,20,2025-11-25,3
1210,202,34,2025-08-29,1
1211,400,8,2025-01-14,4
1212,442,15,2025-07-13,9
1213,493,7,2025-11-17,7
1214,25,84,2025-12-23,1
1215,35,48,2025-03-28,6
1216,253,73,2025-07-08,1
1217,404,23,2025-08-19,7
1218,294,34,2025-07-14,9
1219,301,36,2025-03-09,4
1220,133,6,2025-10-19,9
1221,361,19,2025-11-18,3
1222,308,8,2025-10-27,1
1223,276,25,2025-10-29,10
1224,122,48,2025-03-08,9
1225,171,67,2025-09-02,2
1226,107,50,2025-03-13,6
1227,258,70,2025-11-05,3
1228,136,19,2025-01-07,10
1229,256,26,2025-11-10,1
1230,281,90,2025-08-19,3
1231,156,22,2025-07-01,5
1232,335,19,2025-03-07,6
1233,305,68,2025-06-21,7
1234,213,48,2025-09-12,1
1235,12,41,2025-06-18,4
1236,137,8,2025-10-15,3
1237,14,29,2025-09-08,9
1238,233,22,2025-03-31,5
1239,319,57,2025-08-05,1
1240,455,15,2025-12-31,4
1241,495,32,2025-12-04,3
1242,131,89,2025-05-24,5
1243,109,56,2025-07-14,4
1244,140,25,2025-07-08,8
1245,248,100,2025-03-20,10
1246,352,7,2025-11-07,3
1247,120,96,2025-03-19,2
1248,139,86,2025-12-09,6
1249,272,74,2025-11-07,10
1250,255,61,2025-09-30,6
1251,34,40,2025-11-09,1
1252,400,48,2025-03-29,8
1253,323,53,2025-12-25,2
1254,119,39,2025-10-24,9
1255,371,67,2025-07-18,10
1256,90,3,2025-07-30,9
1257,396,59,2025-10-30,10
1258,391,15,2025-10-10,5
1259,193,73,2025-04-20,3
1260,383,87,2025-06-12,3
1261,89,71,2025-06-03,3
1262,330,28,2025-10-09,8
1263,208,25,2025-01-03,7
1264,375,56,2025-12-26,9
1265,314,12,2025-06-11,4
1266,151,89,2025-07-07,1
1267,24,80,2025-07-19,1
1268,326,74,2025-03-19,9
1269,6,98,2025-03-26,10
1270,149,96,2025-06-30,6
1271,59,23,2025-05-13,10
1272,381,88,2025-01-31,10
1273,262,43,2025-05-08,7
1274,117,4,2025-07-02,6
1275,66,30,2025-10-02,7
1276,123,54,2025-06-12,3
1277,107,42,2025-11-20,7
1278,295,79,2025-01-26,10
1279,428,86,2025-02-19,2
1280,404,47,2025-07-02,3
1281,196,67,2025-05-02,3
1282,245,36,2025-07-28,10
1283,291,76,2025-03-29,7
1284,318,98,2025-08-08,10
1285,40,3,2025-04-04,3
1286,251,36,2025-12-05,4
1287,352,38,2025-11-05,1
1288,362,98,2025-05-20,1
1289,216,2,2025-02-15,7
1290,19,75,2025-07-19,5
1291,291,5,2025-12-08,5
1292,261,76,2025-01-16,5
1293,162,86,2025-06-12,3
1294,17,7,2025-03-19,1
1295,384,38,2025-09-11,7
1296,322,80,2025-11-05,3
1297,285,32,2025-09-22,3
1298,100,49,2025-04-11,2
1299,493,86,2025-10-11,4
1300,82,39,2025-06-19,4
1301,290,84,2025-10-13,3
1302,250,94,2025-08-21,4
1303,143,62,2025-11-16,3
1304,91,33,2025-07-08,9
1305,112,41,2025-05-04,5
1306,95,75,2025-07-30,2
1307,173,4,2025-12-12,6
1308,290,86,2025-03-21,1
1309,401,57,2025-01-17,5
1310,132,83,2025-07-03,10
1311,169,45,2025-01-27,7
1312,93,45,2025-09-23,10
1313,111,59,2025-12-16,7
1314,482,47,2025-07-30,10
1315,437,11,2025-03-18,10
1316,207,23,2025-02-13,9
1317,319,69,2025-12-19,7
1318,261,4,2025-03-31,3
1319,164,2,2025-01-22,7
1320,395,42,2025-05-28,3
1321,263,22,2025-05-25,9
1322,91,15,2025-04-13,7
1323,13,82,2025-11-04,5
1324,105,89,2025-11-02,2
1325,323,65,2025-07-23,6
1326,345,27,2025-06-13,5
1327,352,89,2025-06-14,7
1328,255,2,2025-04-01,8
1329,374,90,2025-12-20,2
1330,15,94,2025-07-29,5
1331,366,84,2025-10-01,5
1332,3,76,2025-02-01,7
1333,191,86,2025-09-07,2
1334,115,27,2025-04-07,5
1335,341,86,2025-01-22,4
1336,423,87,2025-12-31,1
1337,204,21,2025-09-06,10
1338,489,27,2025-07-22,3
1339,459,75,2025-08-26,2
1340,397,89,2025-12-18,10
1341,147,22,2025-01-07,9
1342,12,84,2025-10-21,7
1343,250,58,2025-07-15,7
1344,75,15,2025-11-30,1
1345,183,53,2025-02-20,5
1346,320,1,2025-02-27,1
1347,11,51,2025-01-12,8
1348,231,19,2025-01-22,10
1349,212,73,2025-12-30,7
1350,175,93,2025-10-18,5
1351,370,34,2025-02-15,5
1352,472,50,2025-03-31,6
1353,210,98,2025-05-20,4
1354,26,2,2025-09-04,7
1355,461,43,2025-11-30,9
1356,277,78,2025-01-16,6
1357,8,73,2025-07-15,5
1358,396,93,2025-01-17,9
1359,55,48,2025-11-02,4
1360,30,47,2025-07-13,10
1361,298,28,2025-07-14,7
1362,14,87,2025-09-21,9
1363,10,17,2025-06-20,2
1364,348,50,2025-11-03,5
1365,236,67,2025-10-06,7
1366,201,11,2025-12-13,6
1367,491,39,2025-12-19,6
1368,490,55,2025-03-14,8
1369,45,37,2025-06-03,6
1370,136,35,2025-01-22,5
1371,199,71,2025-10-19,2
1372,66,37,2025-02-01,9
1373,250,96,2025-07-19,3
1374,275,48,2025-09-01,5
1375,184,40,2025-02-12,2
1376,331,67,2025-05-25,2
1377,143,28,2025-05-03,6
1378,448,31,2025-12-11,8
1379,455,21,2025-09-05,4
1380,117,57,2025-01-19,7
1381,36,5,2025-06-15,7
1382,464,24,2025-10-01,1
1383,487,25,2025-03-24,5
1384,354,39,2025-05-04,8
1385,70,39,2025-05-11,8
1386,433,2,2025-04-21,9
1387,82,91,2025-02-28,7
1388,480,59,2025-03-03,2
1389,187,70,2025-08-16,6
1390,190,29,2025-10-26,4
1391,337,80,2025-04-05,9
1392,313,60,2025-12-06,1
1393,344,28,2025-09-15,1
1394,26,89,2025-08-28,1
1395,105,92,2025-07-09,1
1396,178,46,2025-04-01,9
1397,161,100,2025-01-18,2
1398,375,57,2025-12-02,6
1399,257,81,2025-08-23,1
1400,377,96,2025-09-05,10
1401,35,55,2025-11-05,9
1402,313,66,2025-11-17,1
1403,74,48,2025-01-22,6
1404,450,78,2025-01-14,7
1405,228,15,2025-11-27,8
1406,33,99,2025-06-01,1
1407,447,59,2025-06-18,2
1408,355,77,2025-12-22,7
1409,384,39,2025-07-01,7
1410,308,2,2025-10-17,8
1411,362,83,2025-05-09,2
1412,114,49,2025-07-29,5
1413,169,84,2025-03-15,4
1414,360,57,2025-07-20,4
1415,339,40,2025-06-11,9
1416,213,97,2025-06-08,3
1417,420,71,2025-05-12,6
1418,124,55,2025-09-25,9
1419,320,45,2025-01-12,7
1420,173,21,2025-09-02,3
1421,438,54,2025-04-16,5
1422,60,89,2025-01-14,4
1423,44,22,2025-02-19,3
1424,130,1,2025-04-12,4
1425,404,35,2025-07-07,4
1426,481,33,2025-07-24,3
1427,500,95,2025-07-17,8
1428,480,66,2025-10-19,6
1429,364,84,2025-02-06,2
1430,202,32,2025-12-20,9
1431,43,58,2025-04-28,4
1432,293,3,2025-04-15,7
1433,490,47,2025-01-04,8
1434,387,46,2025-10-17,9
1435,391,1,2025-03-11,4
1436,24,66,2025-10-17,6
1437,135,61,2025-01-19,8
1438,340,52,2025-02-20,9
1439,208,79,2025-03-18,4
1440,254,28,2025-04-07,7
1441,341,85,2025-10-18,3
1442,485,2,2025-06-25,5
1443,175,22,2025-05-28,7
1444,389,86,2025-06-28,10
1445,324,18,2025-10-14,1
1446,240,74,2025-08-23,10
1447,273,67,2025-02-02,5
1448,442,4,2025-12-22,9
1449,367,2,2025-10-11,10
1450,372,62,2025-12-24,8
1451,24,47,2025-10-12,4
1452,32,5,2025-09-25,8
1453,425,98,2025-09-13,10
1454,199,82,2025-12-31,2
1455,125,47,2025-09-29,1
1456,127,59,2025-01-13,2
1457,121,34,2025-02-01,10
1458,442,56,2025-10-31,5
1459,354,43,2025-05-24,4
1460,158,10,2025-04-08,2
1461,118,56,2025-01-22,8
1462,467,84,2025-04-28,7
1463,127,53,2025-11-16,4
1464,469,99,2025-05-20,10
1465,282,23,2025-05-25,2
1466,209,94,2025-05-11,5
1467,120,62,2025-03-07,8
1468,272,28,2025-09-14,3
1469,176,26,2025-10-06,9
1470,340,46,2025-01-02,1
1471,481,10,2025-12-28,6
1472,268,66,2025-09-25,7
1473,72,27,2025-07-21,7
1474,440,63,2025-10-07,8
1475,479,52,2025-09-23,7
1476,19,89,2025-03-08,1
1477,491,27,2025-06-27,10
1478,457,95,2025-06-01,8
1479,53,34,2025-05-23,10
1480,111,98,2025-01-19,4
1481,217,69,2025-03-02,6
1482,473,1,2025-06-18,2
1483,370,72,2025-11-22,10
1484,173,69,2025-09-20,4
1485,117,38,2025-04-25,10
1486,432,90,2025-04-04,3
1487,461,34,2025-10-16,5
1488,387,96,2025-04-25,7
1489,327,15,2025-06-12,6
1490,186,35,2025-10-18,4
1491,222,100,2025-05-22,6
1492,396,29,2025-09-02,2
1493,482,4,2025-01-15,8
1494,171,89,2025-05-28,10
1495,145,36,2025-04-04,9
1496,137,89,2025-04-15,5
1497,320,23,2025-07-18,10
1498,373,32,2025-12-07,8
1499,55,36,2025-10-10,5
1500,87,5,2025-03-09,6
1501,377,39,2025-01-30,2
1502,114,55,2025-07-07,2
1503,155,66,2025-08-16,2
1504,206,26,2025-03-13,3
1505,85,60,2025-01-09,3
1506,286,98,2025-02-25,1
1507,200,41,2025-12-25,8
1508,155,11,2025-01-20,2
1509,88,81,2025-01-21,8
1510,97,17,2025-05-27,10
1511,316,22,2025-07-10,9
1512,86,56,2025-10-31,7
1513,431,32,2025-05-31,5
1514,492,7,2025-05-19,9
1515,122,73,2025-09-27,3
1516,173,85,2025-05-17,9
1517,160,57,2025-02-08,9
1518,49,31,2025-10-02,6
1519,257,2,2025-01-29,5
1520,255,20,2025-01-13,2
1521,434,4,2025-06-13,7
1522,404,36,2025-02-10,9
1523,346,88,2025-07-30,7
1524,59,10,2025-12-26,2
1525,23,46,2025-01-17,6
1526,101,22,2025-08-18,9
1527,308,25,2025-04-25,3
1528,438,62,2025-04-21,3
1529,34,91,2025-08-17,3
1530,199,25,2025-07-09,2
1531,241,70,2025-01-12,9
1532,271,7,2025-06-30,6
1533,477,33,2025-03-11,5
1534,436,43,2025-01-11,8
1535,480,7,2025-01-23,2
1536,96,27,2025-08-24,5
1537,272,56,2025-03-15,4
1538,482,17,2025-12-23,4
1539,390,77,2025-12-07,4
1540,452,63,2025-04-23,10
1541,340,45,2025-03-28,4
1542,194,3,2025-12-07,6
1543,214,21,2025-10-14,2
1544,207,49,2025-09-09,8
1545,342,2,2025-12-28,9
1546,11,50,2025-05-07,4
1547,86,24,2025-09-20,6
1548,68,38,2025-05-05,7
1549,183,37,2025-07-19,10
1550,5,27,2025-03-07,1
1551,286,4,2025-05-20,7
1552,43,43,2025-04-10,7
1553,186,71,2025-07-19,7
1554,282,69,2025-01-06,2
1555,430,62,2025-03-28,4
1556,339,10,2025-07-30,9
1557,277,45,2025-10-04,2
1558,243,41,2025-02-12,3
1559,318,63,2025-04-05,10
1560,399,97,2025-12-27,6
1561,323,79,2025-06-22,6
1562,484,36,2025-11-25,3
1563,330,96,2025-11-30,10
1564,198,19,2025-07-13,1
1565,278,31,2025-11-28,1
1566,232,85,2025-05-22,3
1567,109,23,2025-09-19,2
1568,182,2,2025-07-08,5
1569,428,76,2025-02-11,5
1570,38,28,2025-02-15,9
1571,362,16,2025-12-04,1
1572,441,50,2025-05-12,6
1573,460,23,2025-03-02,6
1574,411,49,2025-01-04,9
1575,387,64,2025-09-25,1
1576,88,23,2025-03-04,3
1577,227,33,2025-01-23,1
1578,252,41,2025-10-30,3
1579,218,20,2025-03-04,4
1580,13,21,2025-05-08,5
1581,179,18,2025-08-24,9
1582,429,47,2025-03-15,4
1583,31,18,2025-12-31,6
1584,394,46,2025-01-30,7
1585,496,35,2025-02-01,7
1586,420,95,2025-05-15,9
1587,87,44,2025-12-14,10
1588,247,90,2025-02-27,9
1589,377,12,2025-02-27,9
1590,195,70,2025-12-02,9
1591,171,28,2025-08-01,4
1592,389,50,2025-04-27,2
1593,357,11,2025-12-08,2
1594,323,83,2025-07-22,5
1595,233,91,2025-09-22,9
1596,311,99,2025-10-31,1
1597,34,58,2025-12-24,8
1598,169,42,2025-02-10,4
1599,355,61,2025-11-08,8
1600,216,8,2025-11-15,1
1601,346,68,2025-05-07,9
1602,131,84,2025-04-14,9
1603,25,98,2025-08-17,1
1604,268,44,2025-04-10,1
1605,466,94,2025-06-29,1
1606,418,41,2025-08-27,6
1607,72,75,2025-12-23,2
1608,184,100,2025-07-27,8
1609,24,72,2025-03-17,3
1610,122,89,2025-08-06,3
1611,388,62,2025-04-22,7
1612,455,5,2025-08-10,4
1613,247,22,2025-05-11,7
1614,481,42,2025-09-08,5
1615,204,21,2025-02-11,1
1616,233,64,2025-05-19,1
1617,381,54,2025-09-17,1
1618,416,67,2025-11-27,4
1619,425,7,2025-06-29,10
1620,397,84,2025-02-06,10
1621,139,25,2025-10-26,3
1622,203,93,2025-05-23,6
1623,38,5,2025-09-24,9
1624,106,84,2025-10-19,3
1625,60,60,2025-07-21,4
1626,406,77,2025-04-24,9
1627,160,84,2025-04-13,1
1628,273,88,2025-01-05,7
1629,60,62,2025-09-10,3
1630,474,13,2025-02-17,5
1631,215,68,2025-05-25,3
1632,143,66,2025-08-15,7
1633,212,51,2025-10-26,10
1634,207,88,2025-05-23,6
1635,76,31,2025-01-04,4
1636,384,59,2025-05-25,8
1637,73,14,2025-10-12,10
1638,341,24,2025-07-27,8
1639,64,62,2025-06-05,6
1640,352,5,2025-02-07,7
1641,445,64,2025-10-19,9
1642,321,54,2025-12-19,9
1643,471,51,2025-02-27,5
1644,445,21,2025-10-08,10
1645,296,55,2025-05-12,1
1646,277,96,2025-08-24,4
1647,384,62,2025-11-20,4
1648,309,56,2025-08-09,4
1649,438,5,2025-08-06,6
1650,387,41,2025-03-22,1
1651,393,16,2025-06-11,3
1652,134,94,2025-03-06,8
1653,51,12,2025-06-25,9
1654,463,32,2025-08-12,7
1655,4,73,2025-06-08,3
1656,59,97,2025-03-24,10
1657,285,34,2025-10-16,9
1658,95,51,2025-05-30,2
1659,97,45,2025-01-18,1
1660,365,38,2025-10-07,6
1661,290,39,2025-05-24,10
1662,50,98,2025-09-22,6
1663,212,96,2025-05-14,8
1664,346,94,2025-10-05,5
1665,490,53,2025-03-25,8
1666,382,30,2025-11-20,8
1667,226,94,2025-07-09,4
1668,74,68,2025-08-15,2
1669,287,68,2025-12-01,2
1670,199,64,2025-02-03,9
1671,94,21,2025-11-19,9
1672,322,89,2025-11-06,10
1673,251,43,2025-09-07,2
1674,76,31,2025-05-10,7
1675,75,75,2025-08-18,5
1676,85,4,2025-10-03,9
1677,397,4,2025-11-06,2
1678,87,92,2025-02-26,6
1679,375,76,2025-04-29,4
1680,306,77,2025-05-02,3
1681,260,79,2025-04-13,3
1682,145,7,2025-04-05,10
1683,485,63,2025-07-15,10
1684,112,51,2025-11-26,2
1685,446,2,2025-12-24,2
1686,180,81,2025-02-22,8
1687,263,75,2025-12-05,6
1688,226,55,2025-11-25,5
1689,218,58,2025-10-21,8
1690,361,44,2025-12-30,3
1691,472,37,2025-01-31,8
1692,265,24,2025-03-24,2
1693,211,70,2025-12-07,9
1694,202,62,2025-09-16,2
1695,210,64,2025-09-19,9
1696,164,30,2025-10-23,4
1697,471,43,2025-03-11,4
1698,316,66,2025-08-09,5
1699,369,15,2025-01-23,9
1700,290,36,2025-08-15,6
1701,337,56,2025-01-02,1
1702,374,29,2025-11-01,5
1703,118,1,2025-01-26,5
1704,450,20,2025-04-16,8
1705,22,8,2025-06-04,10
1706,482,24,2025-01-06,8
1707,51,84,2025-05-12,7
1708,358,30,2025-09-01,2
1709,392,4,2025-05-04,10
1710,152,63,2025-11-19,9
1711,463,8,2025-06-16,4
1712,288,52,2025-11-03,9
1713,27,68,2025-07-24,3
1714,235,58,2025-02-08,4
1715,297,74,2025-08-30,8
1716,104,43,2025-08-22,5
1717,94,71,2025-06-03,3
1718,322,97,2025-08-03,9
1719,219,20,2025-02-12,6
1720,358,74,2025-09-23,4
1721,433,86,2025-01-23,1
1722,73,63,2025-05-27,8
1723,322,15,2025-09-03,2
1724,201,91,2025-10-11,2
1725,435,6,2025-05-31,10
1726,396,19,2025-12-05,4
1727,259,17,2025-06-11,8
1728,136,15,2025-10-03,1
1729,45,17,2025-03-16,3
1730,161,63,2025-03-07,7
1731,463,64,2025-08-15,2
1732,219,48,2025-06-13,7
1733,455,3,2025-01-28,5
1734,384,12,2025-07-18,10
1735,327,4,2025-12-05,1
1736,375,75,2025-11-06,7
1737,135,95,2025-05-22,4
1738,49,68,2025-05-12,9
1739,460,49,2025-02-07,8
1740,54,90,2025-03-15,2
1741,362,44,2025-02-03,1
1742,346,7,2025-05-24,4
1743,463,66,2025-06-15,10
1744,201,50,2025-12-22,10
1745,191,28,2025-07-04,5
1746,487,28,2025-03-07,9
1747,2,70,2025-11-25,6
1748,190,14,2025-12-04,8
1749,18,42,2025-05-15,2
1750,100,29,2025-03-11,6
1751,414,44,2025-04-13,2
1752,458,66,2025-12-19,6
1753,351,94,2025-05-21,8
1754,499,5,2025-11-18,1
1755,426,72,2025-03-17,2
1756,20,25,2025-05-21,5
1757,80,35,2025-11-29,4
1758,475,28,2025-04-29,5
1759,484,75,2025-03-08,9
1760,436,36,2025-01-18,9
1761,5,38,2025-01-20,5
1762,324,93,2025-06-26,6
1763,378,65,2025-12-05,8
1764,13,25,2025-11-10,5
1765,492,95,2025-03-26,10
1766,3,70,2025-03-30,8
1767,154,89,2025-01-30,7
1768,175,90,2025-05-06,4
1769,62,77,2025-06-21,4
1770,249,99,2025-06-17,2
1771,399,4,2025-12-15,7
1772,284,1,2025-02-17,6
1773,20,3,2025-03-06,9
1774,432,47,2025-11-07,6
1775,449,53,2025-09-11,3
1776,327,76,2025-09-08,7
1777,58,90,2025-09-06,1
1778,433,50,2025-12-05,4
1779,44,50,2025-05-08,3
1780,326,8,2025-06-08,5
1781,312,92,2025-11-08,9
1782,442,7,2025-11-24,6
1783,420,11,2025-02-04,8
1784,243,35,2025-08-29,5
1785,249,74,2025-02-06,5
1786,99,36,2025-09-18,5
1787,432,13,2025-04-23,1
1788,443,79,2025-06-22,7
1789,208,87,2025-03-12,5
1790,382,23,2025-08-27,9
1791,131,62,2025-02-11,2
1792,312,91,2025-10-24,4
1793,138,30,2025-01-07,8
1794,490,95,2025-12-16,4
1795,218,79,2025-11-07,2
1796,305,16,2025-03-24,2
1797,1,84,2025-01-16,3
1798,286,92,2025-11-26,3
1799,19,85,2025-03-01,6
1800,9,5,2025-09-27,9
1801,190,71,2025-12-17,9
1802,334,84,2025-05-29,1
1803,456,30,2025-04-16,9
1804,219,97,2025-09-02,5
1805,326,11,2025-12-21,9
1806,9,31,2025-03-04,7
1807,287,49,2025-03-28,5
1808,427,63,2025-07-13,8
